year,origin,dest_state,dest_city,arrivals
2006,Cameroon,Connecticut,New Haven,2
2007,Cameroon,Connecticut,New Haven,0
2008,Cameroon,Connecticut,New Haven,0
2009,Cameroon,Connecticut,New Haven,0
2010,Cameroon,Connecticut,New Haven,0
2011,Cameroon,Connecticut,New Haven,0
2012,Cameroon,Connecticut,New Haven,1
2013,Cameroon,Connecticut,New Haven,0
2014,Cameroon,Connecticut,New Haven,0
2015,Cameroon,Connecticut,New Haven,0
2005,Central African Republic,Connecticut,Bridgeport,0
2006,Central African Republic,Connecticut,Bridgeport,0
2007,Central African Republic,Connecticut,Bridgeport,0
2008,Central African Republic,Connecticut,Bridgeport,0
2009,Central African Republic,Connecticut,Bridgeport,0
2010,Central African Republic,Connecticut,Bridgeport,0
2011,Central African Republic,Connecticut,Bridgeport,0
2012,Central African Republic,Connecticut,Bridgeport,0
2013,Central African Republic,Connecticut,Bridgeport,0
2014,Central African Republic,Connecticut,Bridgeport,0
2015,Central African Republic,Connecticut,Bridgeport,1
2005,Central African Republic,Connecticut,New Haven,0
2006,Central African Republic,Connecticut,New Haven,0
2007,Central African Republic,Connecticut,New Haven,0
2008,Central African Republic,Connecticut,New Haven,0
2009,Central African Republic,Connecticut,New Haven,0
2010,Central African Republic,Connecticut,New Haven,0
2011,Central African Republic,Connecticut,New Haven,0
2012,Central African Republic,Connecticut,New Haven,7
2013,Central African Republic,Connecticut,New Haven,0
2014,Central African Republic,Connecticut,New Haven,0
2015,Central African Republic,Connecticut,New Haven,0
2005,Colombia,Connecticut,Bridgeport,0
2006,Colombia,Connecticut,Bridgeport,0
2007,Colombia,Connecticut,Bridgeport,0
2008,Colombia,Connecticut,Bridgeport,0
2009,Colombia,Connecticut,Bridgeport,0
2010,Colombia,Connecticut,Bridgeport,0
2011,Colombia,Connecticut,Bridgeport,0
2012,Colombia,Connecticut,Bridgeport,0
2013,Colombia,Connecticut,Bridgeport,0
2014,Colombia,Connecticut,Bridgeport,9
2015,Colombia,Connecticut,Bridgeport,0
2005,Colombia,Connecticut,Derby,0
2006,Colombia,Connecticut,Derby,0
2007,Colombia,Connecticut,Derby,0
2008,Colombia,Connecticut,Derby,0
2009,Colombia,Connecticut,Derby,0
2010,Colombia,Connecticut,Derby,0
2011,Colombia,Connecticut,Derby,0
2012,Colombia,Connecticut,Derby,0
2013,Colombia,Connecticut,Derby,0
2014,Colombia,Connecticut,Derby,9
2015,Colombia,Connecticut,Derby,0
2005,Colombia,Connecticut,Hartford,0
2006,Colombia,Connecticut,Hartford,0
2007,Colombia,Connecticut,Hartford,0
2008,Colombia,Connecticut,Hartford,0
2009,Colombia,Connecticut,Hartford,0
2010,Colombia,Connecticut,Hartford,0
2011,Colombia,Connecticut,Hartford,0
2012,Colombia,Connecticut,Hartford,0
2013,Colombia,Connecticut,Hartford,0
2014,Colombia,Connecticut,Hartford,7
2015,Colombia,Connecticut,Hartford,0
2005,Colombia,Connecticut,New Haven,1
2006,Colombia,Connecticut,New Haven,5
2007,Colombia,Connecticut,New Haven,0
2008,Colombia,Connecticut,New Haven,0
2009,Colombia,Connecticut,New Haven,0
2010,Colombia,Connecticut,New Haven,0
2011,Colombia,Connecticut,New Haven,4
2012,Colombia,Connecticut,New Haven,0
2013,Colombia,Connecticut,New Haven,0
2014,Colombia,Connecticut,New Haven,10
2015,Colombia,Connecticut,New Haven,6
2005,Congo,Connecticut,Bridgeport,12
2006,Congo,Connecticut,Bridgeport,0
2007,Congo,Connecticut,Bridgeport,8
2008,Congo,Connecticut,Bridgeport,1
2009,Congo,Connecticut,Bridgeport,0
2010,Congo,Connecticut,Bridgeport,0
2011,Congo,Connecticut,Bridgeport,0
2012,Congo,Connecticut,Bridgeport,0
2013,Congo,Connecticut,Bridgeport,0
2014,Congo,Connecticut,Bridgeport,0
2015,Congo,Connecticut,Bridgeport,0
2005,Congo,Connecticut,New Haven,0
2006,Congo,Connecticut,New Haven,0
2007,Congo,Connecticut,New Haven,0
2008,Congo,Connecticut,New Haven,5
2009,Congo,Connecticut,New Haven,0
2010,Congo,Connecticut,New Haven,0
2011,Congo,Connecticut,New Haven,1
2012,Congo,Connecticut,New Haven,0
2013,Congo,Connecticut,New Haven,0
2014,Congo,Connecticut,New Haven,0
2015,Congo,Connecticut,New Haven,0
2005,Congo,Connecticut,Shelton,0
2006,Congo,Connecticut,Shelton,0
2007,Congo,Connecticut,Shelton,0
2008,Congo,Connecticut,Shelton,0
2009,Congo,Connecticut,Shelton,1
2010,Congo,Connecticut,Shelton,0
2011,Congo,Connecticut,Shelton,0
2012,Congo,Connecticut,Shelton,0
2013,Congo,Connecticut,Shelton,0
2014,Congo,Connecticut,Shelton,0
2015,Congo,Connecticut,Shelton,0
2005,Cuba,Connecticut,Bridgeport,0
2006,Cuba,Connecticut,Bridgeport,0
2007,Cuba,Connecticut,Bridgeport,0
2008,Cuba,Connecticut,Bridgeport,7
2009,Cuba,Connecticut,Bridgeport,0
2010,Cuba,Connecticut,Bridgeport,0
2011,Cuba,Connecticut,Bridgeport,0
2012,Cuba,Connecticut,Bridgeport,0
2013,Cuba,Connecticut,Bridgeport,1
2014,Cuba,Connecticut,Bridgeport,0
2015,Cuba,Connecticut,Bridgeport,0
2005,Cuba,Connecticut,Hartford,24
2006,Cuba,Connecticut,Hartford,12
2007,Cuba,Connecticut,Hartford,0
2008,Cuba,Connecticut,Hartford,6
2009,Cuba,Connecticut,Hartford,8
2010,Cuba,Connecticut,Hartford,5
2011,Cuba,Connecticut,Hartford,0
2012,Cuba,Connecticut,Hartford,5
2013,Cuba,Connecticut,Hartford,5
2014,Cuba,Connecticut,Hartford,3
2015,Cuba,Connecticut,Hartford,0
2005,Cuba,Connecticut,Manchester,0
2006,Cuba,Connecticut,Manchester,0
2007,Cuba,Connecticut,Manchester,0
2008,Cuba,Connecticut,Manchester,0
2009,Cuba,Connecticut,Manchester,0
2010,Cuba,Connecticut,Manchester,2
2011,Cuba,Connecticut,Manchester,0
2012,Cuba,Connecticut,Manchester,0
2013,Cuba,Connecticut,Manchester,0
2014,Cuba,Connecticut,Manchester,0
2015,Cuba,Connecticut,Manchester,0
2005,Cuba,Connecticut,Middletown,0
2006,Cuba,Connecticut,Middletown,1
2007,Cuba,Connecticut,Middletown,0
2008,Cuba,Connecticut,Middletown,0
2009,Cuba,Connecticut,Middletown,0
2010,Cuba,Connecticut,Middletown,0
2011,Cuba,Connecticut,Middletown,0
2012,Cuba,Connecticut,Middletown,0
2013,Cuba,Connecticut,Middletown,0
2014,Cuba,Connecticut,Middletown,0
2015,Cuba,Connecticut,Middletown,0
2005,Cuba,Connecticut,Naugatuck,0
2006,Cuba,Connecticut,Naugatuck,0
2007,Cuba,Connecticut,Naugatuck,0
2008,Cuba,Connecticut,Naugatuck,0
2009,Cuba,Connecticut,Naugatuck,0
2010,Cuba,Connecticut,Naugatuck,0
2011,Cuba,Connecticut,Naugatuck,2
2012,Cuba,Connecticut,Naugatuck,0
2013,Cuba,Connecticut,Naugatuck,0
2014,Cuba,Connecticut,Naugatuck,0
2015,Cuba,Connecticut,Naugatuck,0
2005,Cuba,Connecticut,New Haven,29
2006,Cuba,Connecticut,New Haven,18
2007,Cuba,Connecticut,New Haven,13
2008,Cuba,Connecticut,New Haven,21
2009,Cuba,Connecticut,New Haven,14
2010,Cuba,Connecticut,New Haven,9
2011,Cuba,Connecticut,New Haven,0
2012,Cuba,Connecticut,New Haven,22
2013,Cuba,Connecticut,New Haven,2
2014,Cuba,Connecticut,New Haven,0
2015,Cuba,Connecticut,New Haven,0
2005,Cuba,Connecticut,Tariffville,0
2006,Cuba,Connecticut,Tariffville,0
2007,Cuba,Connecticut,Tariffville,0
2008,Cuba,Connecticut,Tariffville,0
2009,Cuba,Connecticut,Tariffville,0
2010,Cuba,Connecticut,Tariffville,3
2011,Cuba,Connecticut,Tariffville,0
2012,Cuba,Connecticut,Tariffville,0
2013,Cuba,Connecticut,Tariffville,0
2014,Cuba,Connecticut,Tariffville,0
2015,Cuba,Connecticut,Tariffville,0
2005,Cuba,Connecticut,West Haven,0
2006,Cuba,Connecticut,West Haven,0
2007,Cuba,Connecticut,West Haven,1
2008,Cuba,Connecticut,West Haven,4
2009,Cuba,Connecticut,West Haven,0
2010,Cuba,Connecticut,West Haven,0
2011,Cuba,Connecticut,West Haven,0
2012,Cuba,Connecticut,West Haven,0
2013,Cuba,Connecticut,West Haven,0
2014,Cuba,Connecticut,West Haven,0
2015,Cuba,Connecticut,West Haven,0
2005,Dem. Rep. Congo,Connecticut,Bridgeport,1
2006,Dem. Rep. Congo,Connecticut,Bridgeport,2
2007,Dem. Rep. Congo,Connecticut,Bridgeport,2
2008,Dem. Rep. Congo,Connecticut,Bridgeport,0
2009,Dem. Rep. Congo,Connecticut,Bridgeport,0
2010,Dem. Rep. Congo,Connecticut,Bridgeport,0
2011,Dem. Rep. Congo,Connecticut,Bridgeport,6
2012,Dem. Rep. Congo,Connecticut,Bridgeport,0
2013,Dem. Rep. Congo,Connecticut,Bridgeport,0
2014,Dem. Rep. Congo,Connecticut,Bridgeport,17
2015,Dem. Rep. Congo,Connecticut,Bridgeport,38
2005,Dem. Rep. Congo,Connecticut,Derby,0
2006,Dem. Rep. Congo,Connecticut,Derby,0
2007,Dem. Rep. Congo,Connecticut,Derby,0
2008,Dem. Rep. Congo,Connecticut,Derby,0
2009,Dem. Rep. Congo,Connecticut,Derby,0
2010,Dem. Rep. Congo,Connecticut,Derby,0
2011,Dem. Rep. Congo,Connecticut,Derby,0
2012,Dem. Rep. Congo,Connecticut,Derby,37
2013,Dem. Rep. Congo,Connecticut,Derby,54
2014,Dem. Rep. Congo,Connecticut,Derby,27
2015,Dem. Rep. Congo,Connecticut,Derby,3
2005,Dem. Rep. Congo,Connecticut,Hartford,0
2006,Dem. Rep. Congo,Connecticut,Hartford,0
2007,Dem. Rep. Congo,Connecticut,Hartford,9
2008,Dem. Rep. Congo,Connecticut,Hartford,0
2009,Dem. Rep. Congo,Connecticut,Hartford,0
2010,Dem. Rep. Congo,Connecticut,Hartford,0
2011,Dem. Rep. Congo,Connecticut,Hartford,0
2012,Dem. Rep. Congo,Connecticut,Hartford,0
2013,Dem. Rep. Congo,Connecticut,Hartford,3
2014,Dem. Rep. Congo,Connecticut,Hartford,2
2015,Dem. Rep. Congo,Connecticut,Hartford,28
2005,Dem. Rep. Congo,Connecticut,Meriden,0
2006,Dem. Rep. Congo,Connecticut,Meriden,0
2007,Dem. Rep. Congo,Connecticut,Meriden,2
2008,Dem. Rep. Congo,Connecticut,Meriden,0
2009,Dem. Rep. Congo,Connecticut,Meriden,0
2010,Dem. Rep. Congo,Connecticut,Meriden,0
2011,Dem. Rep. Congo,Connecticut,Meriden,0
2012,Dem. Rep. Congo,Connecticut,Meriden,0
2013,Dem. Rep. Congo,Connecticut,Meriden,0
2014,Dem. Rep. Congo,Connecticut,Meriden,0
2015,Dem. Rep. Congo,Connecticut,Meriden,0
2005,Dem. Rep. Congo,Connecticut,Naugatuck,0
2006,Dem. Rep. Congo,Connecticut,Naugatuck,0
2007,Dem. Rep. Congo,Connecticut,Naugatuck,0
2008,Dem. Rep. Congo,Connecticut,Naugatuck,0
2009,Dem. Rep. Congo,Connecticut,Naugatuck,0
2010,Dem. Rep. Congo,Connecticut,Naugatuck,0
2011,Dem. Rep. Congo,Connecticut,Naugatuck,0
2012,Dem. Rep. Congo,Connecticut,Naugatuck,0
2013,Dem. Rep. Congo,Connecticut,Naugatuck,1
2014,Dem. Rep. Congo,Connecticut,Naugatuck,0
2015,Dem. Rep. Congo,Connecticut,Naugatuck,0
2005,Dem. Rep. Congo,Connecticut,New Haven,0
2006,Dem. Rep. Congo,Connecticut,New Haven,13
2007,Dem. Rep. Congo,Connecticut,New Haven,0
2008,Dem. Rep. Congo,Connecticut,New Haven,0
2009,Dem. Rep. Congo,Connecticut,New Haven,11
2010,Dem. Rep. Congo,Connecticut,New Haven,14
2011,Dem. Rep. Congo,Connecticut,New Haven,29
2012,Dem. Rep. Congo,Connecticut,New Haven,8
2013,Dem. Rep. Congo,Connecticut,New Haven,48
2014,Dem. Rep. Congo,Connecticut,New Haven,18
2015,Dem. Rep. Congo,Connecticut,New Haven,38
2005,Dem. Rep. Congo,Connecticut,Stratford,0
2006,Dem. Rep. Congo,Connecticut,Stratford,0
2007,Dem. Rep. Congo,Connecticut,Stratford,0
2008,Dem. Rep. Congo,Connecticut,Stratford,1
2009,Dem. Rep. Congo,Connecticut,Stratford,0
2010,Dem. Rep. Congo,Connecticut,Stratford,0
2011,Dem. Rep. Congo,Connecticut,Stratford,0
2012,Dem. Rep. Congo,Connecticut,Stratford,0
2013,Dem. Rep. Congo,Connecticut,Stratford,0
2014,Dem. Rep. Congo,Connecticut,Stratford,0
2015,Dem. Rep. Congo,Connecticut,Stratford,0
2005,Dem. Rep. Congo,Connecticut,Waterbury,0
2006,Dem. Rep. Congo,Connecticut,Waterbury,7
2007,Dem. Rep. Congo,Connecticut,Waterbury,0
2008,Dem. Rep. Congo,Connecticut,Waterbury,0
2009,Dem. Rep. Congo,Connecticut,Waterbury,0
2010,Dem. Rep. Congo,Connecticut,Waterbury,0
2011,Dem. Rep. Congo,Connecticut,Waterbury,0
2012,Dem. Rep. Congo,Connecticut,Waterbury,0
2013,Dem. Rep. Congo,Connecticut,Waterbury,0
2014,Dem. Rep. Congo,Connecticut,Waterbury,0
2015,Dem. Rep. Congo,Connecticut,Waterbury,0
2005,Dem. Rep. Congo,Connecticut,West Haven,1
2006,Dem. Rep. Congo,Connecticut,West Haven,0
2007,Dem. Rep. Congo,Connecticut,West Haven,0
2008,Dem. Rep. Congo,Connecticut,West Haven,0
2009,Dem. Rep. Congo,Connecticut,West Haven,0
2010,Dem. Rep. Congo,Connecticut,West Haven,0
2011,Dem. Rep. Congo,Connecticut,West Haven,0
2012,Dem. Rep. Congo,Connecticut,West Haven,0
2013,Dem. Rep. Congo,Connecticut,West Haven,0
2014,Dem. Rep. Congo,Connecticut,West Haven,0
2015,Dem. Rep. Congo,Connecticut,West Haven,0
2005,Equatorial Guinea,Connecticut,Bridgeport,7
2006,Equatorial Guinea,Connecticut,Bridgeport,0
2007,Equatorial Guinea,Connecticut,Bridgeport,0
2008,Equatorial Guinea,Connecticut,Bridgeport,0
2009,Equatorial Guinea,Connecticut,Bridgeport,0
2010,Equatorial Guinea,Connecticut,Bridgeport,0
2011,Equatorial Guinea,Connecticut,Bridgeport,0
2012,Equatorial Guinea,Connecticut,Bridgeport,0
2013,Equatorial Guinea,Connecticut,Bridgeport,0
2014,Equatorial Guinea,Connecticut,Bridgeport,0
2015,Equatorial Guinea,Connecticut,Bridgeport,0
2005,Eritrea,Connecticut,Avon,4
2006,Eritrea,Connecticut,Avon,0
2007,Eritrea,Connecticut,Avon,0
2008,Eritrea,Connecticut,Avon,0
2009,Eritrea,Connecticut,Avon,0
2010,Eritrea,Connecticut,Avon,0
2011,Eritrea,Connecticut,Avon,0
2012,Eritrea,Connecticut,Avon,0
2013,Eritrea,Connecticut,Avon,0
2014,Eritrea,Connecticut,Avon,0
2015,Eritrea,Connecticut,Avon,0
2005,Eritrea,Connecticut,Bridgeport,7
2006,Eritrea,Connecticut,Bridgeport,8
2007,Eritrea,Connecticut,Bridgeport,0
2008,Eritrea,Connecticut,Bridgeport,0
2009,Eritrea,Connecticut,Bridgeport,0
2010,Eritrea,Connecticut,Bridgeport,6
2011,Eritrea,Connecticut,Bridgeport,9
2012,Eritrea,Connecticut,Bridgeport,6
2013,Eritrea,Connecticut,Bridgeport,3
2014,Eritrea,Connecticut,Bridgeport,4
2015,Eritrea,Connecticut,Bridgeport,12
2005,Eritrea,Connecticut,Derby,0
2006,Eritrea,Connecticut,Derby,0
2007,Eritrea,Connecticut,Derby,0
2008,Eritrea,Connecticut,Derby,0
2009,Eritrea,Connecticut,Derby,0
2010,Eritrea,Connecticut,Derby,0
2011,Eritrea,Connecticut,Derby,13
2012,Eritrea,Connecticut,Derby,26
2013,Eritrea,Connecticut,Derby,19
2014,Eritrea,Connecticut,Derby,22
2015,Eritrea,Connecticut,Derby,0
2005,Eritrea,Connecticut,Hartford,0
2006,Eritrea,Connecticut,Hartford,0
2007,Eritrea,Connecticut,Hartford,6
2008,Eritrea,Connecticut,Hartford,5
2009,Eritrea,Connecticut,Hartford,0
2010,Eritrea,Connecticut,Hartford,1
2011,Eritrea,Connecticut,Hartford,1
2012,Eritrea,Connecticut,Hartford,3
2013,Eritrea,Connecticut,Hartford,3
2014,Eritrea,Connecticut,Hartford,2
2015,Eritrea,Connecticut,Hartford,0
2005,Eritrea,Connecticut,New Haven,1
2006,Eritrea,Connecticut,New Haven,0
2007,Eritrea,Connecticut,New Haven,0
2008,Eritrea,Connecticut,New Haven,0
2009,Eritrea,Connecticut,New Haven,0
2010,Eritrea,Connecticut,New Haven,2
2011,Eritrea,Connecticut,New Haven,16
2012,Eritrea,Connecticut,New Haven,45
2013,Eritrea,Connecticut,New Haven,15
2014,Eritrea,Connecticut,New Haven,12
2015,Eritrea,Connecticut,New Haven,15
2005,Eritrea,Connecticut,Stamford,0
2006,Eritrea,Connecticut,Stamford,0
2007,Eritrea,Connecticut,Stamford,0
2008,Eritrea,Connecticut,Stamford,0
2009,Eritrea,Connecticut,Stamford,0
2010,Eritrea,Connecticut,Stamford,3
2011,Eritrea,Connecticut,Stamford,1
2012,Eritrea,Connecticut,Stamford,0
2013,Eritrea,Connecticut,Stamford,0
2014,Eritrea,Connecticut,Stamford,0
2015,Eritrea,Connecticut,Stamford,0
2005,Eritrea,Connecticut,West Haven,0
2006,Eritrea,Connecticut,West Haven,0
2007,Eritrea,Connecticut,West Haven,0
2008,Eritrea,Connecticut,West Haven,0
2009,Eritrea,Connecticut,West Haven,0
2010,Eritrea,Connecticut,West Haven,0
2011,Eritrea,Connecticut,West Haven,0
2012,Eritrea,Connecticut,West Haven,0
2013,Eritrea,Connecticut,West Haven,1
2014,Eritrea,Connecticut,West Haven,0
2015,Eritrea,Connecticut,West Haven,0
2005,Ethiopia,Connecticut,Bridgeport,20
2006,Ethiopia,Connecticut,Bridgeport,0
2007,Ethiopia,Connecticut,Bridgeport,0
2008,Ethiopia,Connecticut,Bridgeport,0
2009,Ethiopia,Connecticut,Bridgeport,0
2010,Ethiopia,Connecticut,Bridgeport,0
2011,Ethiopia,Connecticut,Bridgeport,0
2012,Ethiopia,Connecticut,Bridgeport,1
2013,Ethiopia,Connecticut,Bridgeport,0
2014,Ethiopia,Connecticut,Bridgeport,1
2015,Ethiopia,Connecticut,Bridgeport,3
2005,Ethiopia,Connecticut,Hartford,0
2006,Ethiopia,Connecticut,Hartford,0
2007,Ethiopia,Connecticut,Hartford,0
2008,Ethiopia,Connecticut,Hartford,0
2009,Ethiopia,Connecticut,Hartford,0
2010,Ethiopia,Connecticut,Hartford,0
2011,Ethiopia,Connecticut,Hartford,0
2012,Ethiopia,Connecticut,Hartford,1
2013,Ethiopia,Connecticut,Hartford,4
2014,Ethiopia,Connecticut,Hartford,0
2015,Ethiopia,Connecticut,Hartford,1
2005,Ethiopia,Connecticut,New Britain,0
2006,Ethiopia,Connecticut,New Britain,1
2007,Ethiopia,Connecticut,New Britain,0
2008,Ethiopia,Connecticut,New Britain,0
2009,Ethiopia,Connecticut,New Britain,0
2010,Ethiopia,Connecticut,New Britain,0
2011,Ethiopia,Connecticut,New Britain,0
2012,Ethiopia,Connecticut,New Britain,0
2013,Ethiopia,Connecticut,New Britain,0
2014,Ethiopia,Connecticut,New Britain,0
2015,Ethiopia,Connecticut,New Britain,0
2005,Ethiopia,Connecticut,New Haven,1
2006,Ethiopia,Connecticut,New Haven,1
2007,Ethiopia,Connecticut,New Haven,0
2008,Ethiopia,Connecticut,New Haven,1
2009,Ethiopia,Connecticut,New Haven,1
2010,Ethiopia,Connecticut,New Haven,0
2011,Ethiopia,Connecticut,New Haven,0
2012,Ethiopia,Connecticut,New Haven,3
2013,Ethiopia,Connecticut,New Haven,6
2014,Ethiopia,Connecticut,New Haven,11
2015,Ethiopia,Connecticut,New Haven,0
2005,Iran,Connecticut,Branford,0
2006,Iran,Connecticut,Branford,0
2007,Iran,Connecticut,Branford,0
2008,Iran,Connecticut,Branford,0
2009,Iran,Connecticut,Branford,0
2010,Iran,Connecticut,Branford,0
2011,Iran,Connecticut,Branford,0
2012,Iran,Connecticut,Branford,0
2013,Iran,Connecticut,Branford,0
2014,Iran,Connecticut,Branford,0
2015,Iran,Connecticut,Branford,1
2005,Iran,Connecticut,Bristol,0
2006,Iran,Connecticut,Bristol,7
2007,Iran,Connecticut,Bristol,4
2008,Iran,Connecticut,Bristol,0
2009,Iran,Connecticut,Bristol,0
2010,Iran,Connecticut,Bristol,0
2011,Iran,Connecticut,Bristol,0
2012,Iran,Connecticut,Bristol,0
2013,Iran,Connecticut,Bristol,0
2014,Iran,Connecticut,Bristol,2
2015,Iran,Connecticut,Bristol,1
2005,Iran,Connecticut,Cheshire,0
2006,Iran,Connecticut,Cheshire,0
2007,Iran,Connecticut,Cheshire,0
2008,Iran,Connecticut,Cheshire,0
2009,Iran,Connecticut,Cheshire,1
2010,Iran,Connecticut,Cheshire,0
2011,Iran,Connecticut,Cheshire,1
2012,Iran,Connecticut,Cheshire,4
2013,Iran,Connecticut,Cheshire,0
2014,Iran,Connecticut,Cheshire,0
2015,Iran,Connecticut,Cheshire,0
2005,Iran,Connecticut,Hamden,0
2006,Iran,Connecticut,Hamden,0
2007,Iran,Connecticut,Hamden,0
2008,Iran,Connecticut,Hamden,0
2009,Iran,Connecticut,Hamden,0
2010,Iran,Connecticut,Hamden,0
2011,Iran,Connecticut,Hamden,0
2012,Iran,Connecticut,Hamden,0
2013,Iran,Connecticut,Hamden,0
2014,Iran,Connecticut,Hamden,2
2015,Iran,Connecticut,Hamden,0
2005,Iran,Connecticut,Hartford,0
2006,Iran,Connecticut,Hartford,0
2007,Iran,Connecticut,Hartford,0
2008,Iran,Connecticut,Hartford,0
2009,Iran,Connecticut,Hartford,0
2010,Iran,Connecticut,Hartford,0
2011,Iran,Connecticut,Hartford,3
2012,Iran,Connecticut,Hartford,0
2013,Iran,Connecticut,Hartford,0
2014,Iran,Connecticut,Hartford,1
2015,Iran,Connecticut,Hartford,0
2005,Iran,Connecticut,New Britain,2
2006,Iran,Connecticut,New Britain,4
2007,Iran,Connecticut,New Britain,12
2008,Iran,Connecticut,New Britain,8
2009,Iran,Connecticut,New Britain,6
2010,Iran,Connecticut,New Britain,0
2011,Iran,Connecticut,New Britain,0
2012,Iran,Connecticut,New Britain,0
2013,Iran,Connecticut,New Britain,0
2014,Iran,Connecticut,New Britain,0
2015,Iran,Connecticut,New Britain,0
2005,Iran,Connecticut,New Haven,0
2006,Iran,Connecticut,New Haven,0
2007,Iran,Connecticut,New Haven,0
2008,Iran,Connecticut,New Haven,3
2009,Iran,Connecticut,New Haven,0
2010,Iran,Connecticut,New Haven,4
2011,Iran,Connecticut,New Haven,3
2012,Iran,Connecticut,New Haven,3
2013,Iran,Connecticut,New Haven,0
2014,Iran,Connecticut,New Haven,0
2015,Iran,Connecticut,New Haven,5
2005,Iran,Connecticut,Rocky Hill,0
2006,Iran,Connecticut,Rocky Hill,0
2007,Iran,Connecticut,Rocky Hill,0
2008,Iran,Connecticut,Rocky Hill,0
2009,Iran,Connecticut,Rocky Hill,0
2010,Iran,Connecticut,Rocky Hill,1
2011,Iran,Connecticut,Rocky Hill,0
2012,Iran,Connecticut,Rocky Hill,0
2013,Iran,Connecticut,Rocky Hill,0
2014,Iran,Connecticut,Rocky Hill,0
2015,Iran,Connecticut,Rocky Hill,0
2005,Iran,Connecticut,Sandy Hook,0
2006,Iran,Connecticut,Sandy Hook,0
2007,Iran,Connecticut,Sandy Hook,1
2008,Iran,Connecticut,Sandy Hook,0
2009,Iran,Connecticut,Sandy Hook,0
2010,Iran,Connecticut,Sandy Hook,0
2011,Iran,Connecticut,Sandy Hook,0
2012,Iran,Connecticut,Sandy Hook,0
2013,Iran,Connecticut,Sandy Hook,0
2014,Iran,Connecticut,Sandy Hook,0
2015,Iran,Connecticut,Sandy Hook,0
2005,Iran,Connecticut,Stamford,3
2006,Iran,Connecticut,Stamford,0
2007,Iran,Connecticut,Stamford,0
2008,Iran,Connecticut,Stamford,3
2009,Iran,Connecticut,Stamford,0
2010,Iran,Connecticut,Stamford,0
2011,Iran,Connecticut,Stamford,0
2012,Iran,Connecticut,Stamford,0
2013,Iran,Connecticut,Stamford,0
2014,Iran,Connecticut,Stamford,0
2015,Iran,Connecticut,Stamford,0
2005,Iran,Connecticut,West Hartford,0
2006,Iran,Connecticut,West Hartford,0
2007,Iran,Connecticut,West Hartford,0
2008,Iran,Connecticut,West Hartford,0
2009,Iran,Connecticut,West Hartford,7
2010,Iran,Connecticut,West Hartford,0
2011,Iran,Connecticut,West Hartford,0
2012,Iran,Connecticut,West Hartford,0
2013,Iran,Connecticut,West Hartford,0
2014,Iran,Connecticut,West Hartford,0
2015,Iran,Connecticut,West Hartford,0
2005,Iran,Connecticut,West Haven,0
2006,Iran,Connecticut,West Haven,0
2007,Iran,Connecticut,West Haven,0
2008,Iran,Connecticut,West Haven,0
2009,Iran,Connecticut,West Haven,0
2010,Iran,Connecticut,West Haven,0
2011,Iran,Connecticut,West Haven,0
2012,Iran,Connecticut,West Haven,0
2013,Iran,Connecticut,West Haven,1
2014,Iran,Connecticut,West Haven,0
2015,Iran,Connecticut,West Haven,0
2005,Iran,Connecticut,Wethersfield,0
2006,Iran,Connecticut,Wethersfield,0
2007,Iran,Connecticut,Wethersfield,0
2008,Iran,Connecticut,Wethersfield,10
2009,Iran,Connecticut,Wethersfield,0
2010,Iran,Connecticut,Wethersfield,0
2011,Iran,Connecticut,Wethersfield,0
2012,Iran,Connecticut,Wethersfield,0
2013,Iran,Connecticut,Wethersfield,0
2014,Iran,Connecticut,Wethersfield,0
2015,Iran,Connecticut,Wethersfield,0
2005,Iraq,Connecticut,Bridgeport,0
2006,Iraq,Connecticut,Bridgeport,0
2007,Iraq,Connecticut,Bridgeport,0
2008,Iraq,Connecticut,Bridgeport,0
2009,Iraq,Connecticut,Bridgeport,0
2010,Iraq,Connecticut,Bridgeport,0
2011,Iraq,Connecticut,Bridgeport,6
2012,Iraq,Connecticut,Bridgeport,0
2013,Iraq,Connecticut,Bridgeport,0
2014,Iraq,Connecticut,Bridgeport,0
2015,Iraq,Connecticut,Bridgeport,2
2005,Iraq,Connecticut,Brookfield,0
2006,Iraq,Connecticut,Brookfield,0
2007,Iraq,Connecticut,Brookfield,3
2008,Iraq,Connecticut,Brookfield,7
2009,Iraq,Connecticut,Brookfield,0
2010,Iraq,Connecticut,Brookfield,0
2011,Iraq,Connecticut,Brookfield,0
2012,Iraq,Connecticut,Brookfield,0
2013,Iraq,Connecticut,Brookfield,0
2014,Iraq,Connecticut,Brookfield,1
2015,Iraq,Connecticut,Brookfield,0
2005,Iraq,Connecticut,Danbury,0
2006,Iraq,Connecticut,Danbury,0
2007,Iraq,Connecticut,Danbury,0
2008,Iraq,Connecticut,Danbury,0
2009,Iraq,Connecticut,Danbury,0
2010,Iraq,Connecticut,Danbury,0
2011,Iraq,Connecticut,Danbury,0
2012,Iraq,Connecticut,Danbury,3
2013,Iraq,Connecticut,Danbury,0
2014,Iraq,Connecticut,Danbury,0
2015,Iraq,Connecticut,Danbury,0
2005,Iraq,Connecticut,Danielson,0
2006,Iraq,Connecticut,Danielson,0
2007,Iraq,Connecticut,Danielson,0
2008,Iraq,Connecticut,Danielson,0
2009,Iraq,Connecticut,Danielson,2
2010,Iraq,Connecticut,Danielson,3
2011,Iraq,Connecticut,Danielson,0
2012,Iraq,Connecticut,Danielson,0
